id,counter,RSSI,SNR
2,2032,-97,9.00
2,2033,-107,7.50
2,2034,-99,9.00
2,2035,-101,9.00
2,2036,-98,8.75
2,2037,-102,8.75
2,2038,-99,8.75
2,2039,-100,8.75
2,2040,-104,8.25
2,2040,-104,8.25
2,2041,-105,7.25
2,2042,-114,-2.75
2,2043,-113,0.75
