id,counter,RSSI,SNR
1,46,-103,8.50
1,47,-104,8.50
1,48,-97,8.75
1,49,-106,6.25
1,50,-99,9.00
1,51,-99,9.00
1,52,-102,8.50
1,53,-106,8.25
1,54,-101,9.00
1,55,-100,9.00
1,56,-102,9.25
1,57,-103,8.00
